pb_id,source_id,product_desc,pf_id,paralog_count,ortholog_count,gene_name,ortho_group
PBANKA_0612000,PBANKA_0612000.1,"ATP-dependent Clp protease proteolytic subunit, putative","PF3D7_1436700,PF3D7_1436800",1,86,ClpR,OG5_134854
PBANKA_0612100,PBANKA_0612100.1,"conserved protein, unknown function","PF3D7_1436700,PF3D7_1436800",1,86,null,OG5_134854
PBANKA_0612200,PBANKA_0612200.1,"conserved Plasmodium protein, unknown function",PF3D7_0410800,0,43,null,OG5_165421
PBANKA_0612300,PBANKA_0612300.1,"conserved Plasmodium protein, unknown function",PF3D7_0410900,0,43,null,OG5_166845
PBANKA_0612400,PBANKA_0612400.1,"conserved Plasmodium protein, unknown function",PF3D7_0411000,0,38,null,OG5_167081
PBANKA_0612500,PBANKA_0612500.1,"mediator of RNA polymerase II transcription subunit 8, putative",PF3D7_0411100,0,42,MED8,OG5_166893
PBANKA_0612600,PBANKA_0612600.1,"PP-loop family protein, putative",PF3D7_0411200,0,43,null,OG5_156812
PBANKA_0612700,PBANKA_0612700.1,"conserved Plasmodium protein, unknown function",PF3D7_0411300,0,43,null,OG5_166102
PBANKA_0612800,PBANKA_0612800.1,"DEAD box ATP-dependent RNA helicase, putative",PF3D7_0411400,0,43,null,OG5_160597
PBANKA_0612900,PBANKA_0612900.1,"conserved Plasmodium protein, unknown function",PF3D7_0411700,0,42,null,OG5_173813
PBANKA_0613000,PBANKA_0613000.1,"conserved Plasmodium protein, unknown function",PF3D7_0411800,0,45,null,OG5_160525
PBANKA_0613200,PBANKA_0613200.1,"DNA polymerase alpha catalytic subunit A, putative",PF3D7_0411900,0,45,null,OG5_128177
PBANKA_0613300,PBANKA_0613300.1,"LITAF-like zinc finger protein, putative",PF3D7_0412000,0,44,null,OG5_139201
PBANKA_0613400,PBANKA_0613400.1,"30S ribosomal protein S12, mitochondrial, putative","PF3D7_0412100,PF3D7_API02700",1,72,null,OG5_127680
PBANKA_0613500,PBANKA_0613500.1,"conserved Plasmodium protein, unknown function",PF3D7_0412200,0,45,null,OG5_167082
PBANKA_0613600,PBANKA_0613600.1,"phosphopantothenate--cysteine ligase, putative","PF3D7_0412300,PF3D7_1102400",0,67,PPCS,OG5_128432
PBANKA_0613700,PBANKA_0613700.1,"RNA-binding protein, putative",PF3D7_0716000,0,44,null,OG5_138354
PBANKA_0613800,PBANKA_0613800.1,"protein SDA1, putative",PF3D7_0716100,0,43,SDA1,OG5_128086
PBANKA_0613900,PBANKA_0613900.1,"PDCD2 domain-containing protein, putative",PF3D7_0716200,0,43,null,OG5_129167
PBANKA_0614000,PBANKA_0614000.1,"conserved protein, unknown function",PF3D7_0716300,0,43,null,OG5_153544
PBANKA_0614100,PBANKA_0614100.1,"transcription initiation factor IIA subunit 1, putative",PF3D7_0716400,0,28,null,OG5_152312
PBANKA_0614200,PBANKA_0614200.1,"conserved Plasmodium protein, unknown function",PF3D7_0716500,0,53,null,OG5_171147
PBANKA_0614300,PBANKA_0614300.1,cysteine desulfurase,PF3D7_0716600,0,43,SufS,OG5_128800
PBANKA_0614400,PBANKA_0614400.1,"conserved Plasmodium protein, unknown function",PF3D7_0716700,0,44,null,OG5_167083
PBANKA_0614500,PBANKA_0614500.1,"eukaryotic translation initiation factor 3 subunit I, putative",PF3D7_0716800,0,44,EIF3I,OG5_127718
PBANKA_0614600,PBANKA_0614600.1,drug/metabolite transporter DMT2,PF3D7_0716900,0,44,DMT2,OG5_137217
PBANKA_0614700,PBANKA_0614700.1,"conserved Plasmodium membrane protein, unknown function",PF3D7_0717000,0,44,null,OG5_167084
PBANKA_0614800,PBANKA_0614800.1,"conserved Plasmodium protein, unknown function",PF3D7_0717100,0,45,null,OG5_146589
PBANKA_0614900,PBANKA_0614900.1,"conserved Plasmodium protein, unknown function",PF3D7_0717200,0,44,null,OG5_167085
PBANKA_0615000,PBANKA_0615000.1,"transcription initiation factor IIE subunit alpha, putative",PF3D7_0717300,0,44,null,OG5_144348
PBANKA_0615100,PBANKA_0615100.1,"queuine tRNA-ribosyltransferase, putative","PF3D7_0717400,PF3D7_1242200",1,89,null,OG5_126946
PBANKA_0615200,PBANKA_0615200.1,calcium-dependent protein kinase 4,"PF3D7_0217500,PF3D7_0310100,PF3D7_0610600,PF3D7_0717500,PF3D7_1337800",3,203,CDPK4,OG5_126600
PBANKA_0615300,PBANKA_0615300.1,"conserved Plasmodium protein, unknown function",PF3D7_0717600,0,45,null,OG5_165022
PBANKA_0615400,PBANKA_0615400.1,"serine--tRNA ligase, putative","PF3D7_0717700,PF3D7_1216000",1,87,null,OG5_126677
PBANKA_0615500,PBANKA_0615500.1,"conserved Plasmodium protein, unknown function",PF3D7_0717800,0,45,null,OG5_167086
PBANKA_0615600,PBANKA_0615600.1,thioredoxin-like protein,PF3D7_0717900,0,44,null,OG5_143212
PBANKA_0615700,PBANKA_0615700.1,"dynein heavy chain, putative",PF3D7_0718000,0,48,null,OG5_157175
PBANKA_0615800,PBANKA_0615800.1,exported serine/threonine protein kinase,PF3D7_0718100,0,47,EST,OG5_150068
PBANKA_0615900,PBANKA_0615900.1,cysteine repeat modular protein 2,"PF3D7_0718300,PF3D7_0911300",1,90,CRMP2,OG5_131558
PBANKA_0616000,PBANKA_0616000.1,"mitochondrial ribosomal protein S8 precursor, putative",PF3D7_0718400,0,43,null,OG5_130342
PBANKA_0616100,PBANKA_0616100.1,"prefoldin subunit 3, putative",PF3D7_0718500,0,43,null,OG5_128207
PBANKA_0616200,PBANKA_0616200.1,"conserved Plasmodium protein, unknown function",PF3D7_0718600,0,46,null,OG5_159574
PBANKA_0616300,PBANKA_0616300.1,"conserved Plasmodium protein, unknown function",PF3D7_0718700,0,44,null,OG5_173814
PBANKA_0616400,PBANKA_0616400.1,"conserved protein, unknown function",PF3D7_0718800,0,44,null,OG5_151924
PBANKA_0616500,PBANKA_0616500.1,"conserved protein, unknown function",PF3D7_0719000,0,44,null,OG5_167087
PBANKA_0616600,PBANKA_0616600.1,"ATP synthase F0 subunit a-like protein, putative",PF3D7_0719100,0,44,null,OG5_142591
PBANKA_0616700,PBANKA_0616700.1,NIMA related kinase 4,"PF3D7_0525900,PF3D7_0719200",1,88,NEK4,OG5_127026
PBANKA_0616800,PBANKA_0616800.1,"actin-related protein, putative",PF3D7_0719300,0,45,ARP6,OG5_145110
PBANKA_0616900,PBANKA_0616900.1,"conserved Plasmodium protein, unknown function",PF3D7_0719400,0,44,null,OG5_165248
PBANKA_0617000,PBANKA_0617000.1,"LEM3/CDC50 family protein, putative",PF3D7_0719500,0,44,CDC50A,OG5_127172
PBANKA_0617100,PBANKA_0617100.1,"60S ribosomal protein L11a, putative",PF3D7_0719600,0,44,null,OG5_126688
PBANKA_0617200,PBANKA_0617200.1,"40S ribosomal protein S10, putative",PF3D7_0719700,0,44,RPS10,OG5_127137
PBANKA_0617300,PBANKA_0617300.1,"conserved protein, unknown function",PF3D7_0719800,0,44,null,OG5_147443
PBANKA_0617400,PBANKA_0617400.1,"conserved Plasmodium protein, unknown function",PF3D7_0719900,0,48,null,OG5_157652
PBANKA_0617500,PBANKA_0617500.1,"exosome complex component CSL4, putative",PF3D7_0720000,0,43,CSL4,OG5_128555
PBANKA_0617600,PBANKA_0617600.1,"pre-rRNA-processing protein ESF2, putative",PF3D7_0720100,0,45,ESF2,OG5_127993
PBANKA_0617700,PBANKA_0617700.1,"conserved protein, unknown function",PF3D7_0720200,0,45,null,OG5_158070
PBANKA_0617800,PBANKA_0617800.1,"conserved Plasmodium protein, unknown function",PF3D7_0720300,0,44,null,OG5_184631
PBANKA_0617900,PBANKA_0617900.1,"apoptosis-inducing factor, putative",PF3D7_0720400,0,45,AIF,OG5_126784
PBANKA_0618000,PBANKA_0618000.1,"conserved Plasmodium protein, unknown function",PF3D7_0720500,0,42,null,OG5_184632
PBANKA_0618100,PBANKA_0618100.1,"conserved protein, unknown function",PF3D7_0720600,0,43,null,OG5_153597
PBANKA_0618200,PBANKA_0618200.1,"phosphoinositide-binding protein, putative",PF3D7_0720700,0,45,null,OG5_167088
PBANKA_0618300,PBANKA_0618300.1,"Ham1-like protein, putative",PF3D7_0720800,0,48,null,OG5_126970
PBANKA_0618400,PBANKA_0618400.1,"tetratricopeptide repeat protein, putative",PF3D7_0720900,0,43,null,OG5_149498
PBANKA_0618500,PBANKA_0618500.1,"conserved Plasmodium protein, unknown function",PF3D7_0721000,0,49,null,OG5_161725
PBANKA_0618600,PBANKA_0618600.1,"conserved protein, unknown function",PF3D7_0721100,0,44,null,OG5_165001
PBANKA_0618700,PBANKA_0618700.1,"conserved Plasmodium protein, unknown function",PF3D7_0721200,0,44,null,OG5_167090
PBANKA_0618800,PBANKA_0618800.1,"ATP-dependent RNA helicase DBP7, putative",PF3D7_0721300,0,49,DBP7,OG5_128340
PBANKA_0618900,PBANKA_0618900.1,"rhoptry protein, putative",PF3D7_0721400,0,39,null,OG5_143207
PBANKA_0619000,PBANKA_0619000.1,"conserved Plasmodium protein, unknown function",PF3D7_0721500,0,45,null,OG5_159736
PBANKA_0619100,PBANKA_0619100.1,"40S ribosomal protein S5, putative",PF3D7_0721600,0,44,null,OG5_127064
PBANKA_0619200,PBANKA_0619200.1,"secreted ookinete protein, putative",PF3D7_0721700,0,44,PSOP1,OG5_167091
PBANKA_0619300,PBANKA_0619300.1,"conserved Plasmodium protein, unknown function",PF3D7_0721800,0,44,null,OG5_147421
PBANKA_0619400,PBANKA_0619400.1,"V-type ATPase V0 subunit e, putative",PF3D7_0721900,0,41,null,OG5_129204
PBANKA_0619500,PBANKA_0619500.1,"conserved Plasmodium protein, unknown function",PF3D7_0722000,0,43,null,OG5_159850
PBANKA_0619600,PBANKA_0619600.1,"protein pelota homolog, putative",PF3D7_0722100,0,43,null,OG5_127513
PBANKA_0619700,PBANKA_0619700.1,"rhoptry-associated leucine zipper-like protein 1, putative",PF3D7_0722200,0,45,RALP1,OG5_160791
PBANKA_0619800,PBANKA_0619800.1,"zinc finger protein, putative",PF3D7_0722300,0,44,null,OG5_165169
PBANKA_0619900,PBANKA_0619900.1,"Obg-like ATPase 1, putative",PF3D7_0722400,0,45,OLA1,OG5_126949
PBANKA_0620000,PBANKA_0620000.1,"pre-mRNA-splicing factor CWC15, putative",PF3D7_0722500,0,43,CWC15,OG5_128660
PBANKA_0620100,PBANKA_0620100.1,"U3 small nucleolar RNA-associated protein 7, putative",PF3D7_0722600,0,44,UTP7,OG5_127796
PBANKA_0620200,PBANKA_0620200.1,"conserved protein, unknown function",PF3D7_0722700,0,42,null,OG5_153566
PBANKA_0620300,PBANKA_0620300.1,"conserved protein, unknown function",PF3D7_0722800,0,44,null,OG5_145108
PBANKA_0620400,PBANKA_0620400.1,"conserved protein, unknown function",PF3D7_0722900,0,45,null,OG5_162012
PBANKA_0620500,PBANKA_0620500.1,"tRNAHis guanylyltransferase, putative",PF3D7_0723000,0,44,null,OG5_129044
PBANKA_0620600,PBANKA_0620600.1,"protein CPH1, putative",PF3D7_0723100,0,44,CPH1,OG5_141750
PBANKA_0620700,PBANKA_0620700.1,"conserved Plasmodium protein, unknown function",PF3D7_0723200,0,44,null,OG5_145101
PBANKA_0620800,PBANKA_0620800.1,"conserved protein, unknown function",PF3D7_0723300,0,45,null,OG5_141752
PBANKA_0620900,PBANKA_0620900.1,"conserved Plasmodium protein, unknown function",PF3D7_0723400,0,42,null,OG5_157730
PBANKA_0621000,PBANKA_0621000.1,"dynactin subunit 5, putative",PF3D7_0723500,0,44,null,OG5_129806
PBANKA_0621100,PBANKA_0621100.1,"proteasome assembly chaperone 4, putative",PF3D7_0723600,0,44,null,OG5_152184
PBANKA_0621200,PBANKA_0621200.1,"metallo-hydrolase/oxidoreductase, putative","PF3D7_0723700,PF3D7_1465300",1,88,null,OG5_126816
PBANKA_0621300,PBANKA_0621300.1,"conserved Plasmodium protein, unknown function",PF3D7_0723800,0,44,null,OG5_167092
PBANKA_0621400,PBANKA_0621400.1,"RNA-binding protein, putative",PF3D7_0723900,0,44,null,OG5_150532
PBANKA_0621500,PBANKA_0621500.1,"Rab GTPase activator and protein kinase, putative",PF3D7_0724000,0,43,null,OG5_167093
PBANKA_0621600,PBANKA_0621600.1,"conserved Plasmodium protein, unknown function",PF3D7_0724100,0,45,null,OG5_131957
PBANKA_0621700,PBANKA_0621700.1,"type 2A phosphatase-associated protein 42, putative",PF3D7_0724200,0,44,TAP42,OG5_128317
PBANKA_0621800,PBANKA_0621800.1,"ubiquinone biosynthesis O-methyltransferase, putative",PF3D7_0724300,0,44,COQ3,OG5_127670
PBANKA_0621900,PBANKA_0621900.1,"mitochondrial import inner membrane translocase subunit TIM14, putative",PF3D7_0724400,0,43,PAM18,OG5_127641
PBANKA_0622000,PBANKA_0622000.1,"conserved Plasmodium protein, unknown function",PF3D7_0724500,0,45,null,OG5_165573
PBANKA_0622100,PBANKA_0622100.1,"protein kinase, putative",PF3D7_0724600,0,46,null,OG5_167094
PBANKA_0622200,PBANKA_0622200.1,"conserved Plasmodium protein, unknown function",PF3D7_0724700,0,47,null,OG5_153549
PBANKA_0622300,PBANKA_0622300.1,"kelch domain-containing protein, putative",PF3D7_0724800,0,44,null,OG5_155286
PBANKA_0622400,PBANKA_0622400.1,"kinesin-19, putative",PF3D7_0724900,0,44,null,OG5_167095
PBANKA_0622500,PBANKA_0622500.1,"exonuclease I, putative",PF3D7_0725000,0,44,null,OG5_127511
PBANKA_0622600,PBANKA_0622600.1,"conserved Plasmodium protein, unknown function",PF3D7_0725100,0,44,null,OG5_161720
PBANKA_0622700,PBANKA_0622700.1,"mago nashi protein homologue, putative",PF3D7_0725200,0,43,null,OG5_128495
PBANKA_0622800,PBANKA_0622800.1,"conserved protein, unknown function",PF3D7_0725300,0,44,null,OG5_150545
PBANKA_0622900,PBANKA_0622900.1,"conserved Plasmodium protein, unknown function",PF3D7_0725400,0,44,null,OG5_173815
PBANKA_0700700,PBANKA_0700700.1,"Plasmodium exported protein, unknown function",PF3D7_0301800,0,41,null,OG5_173817
PBANKA_0700800,PBANKA_0700800.1,"Plasmodium exported protein (PHIST), unknown function",PF3D7_1200900,0,42,null,OG5_167097
PBANKA_0701000,PBANKA_0701000.1,"sporozoite and liver stage tryptophan-rich protein, pseudogene",PF3D7_0830500,0,43,SLTRiP,OG5_167068
PBANKA_0701100,PBANKA_0701100.1,"CRA domain-containing protein, putative",PF3D7_0830400,0,42,null,OG5_167098
PBANKA_0701200,PBANKA_0701200.1,"conserved Plasmodium protein, unknown function",PF3D7_0829500,0,32,null,OG5_184387
PBANKA_0701300,PBANKA_0701300.1,"prolyl 4-hydroxylase subunit alpha, putative",PF3D7_0829400,0,45,null,OG5_152314
PBANKA_0701400,PBANKA_0701400.1,"U6 snRNA-associated Sm-like protein LSm8, putative",PF3D7_0829300,0,44,LSM8,OG5_128730
PBANKA_0701500,PBANKA_0701500.1,prohibitin 1,PF3D7_0829200,0,45,PHB1,OG5_128051
PBANKA_0701600,PBANKA_0701600.1,"coiled-coil domain-containing protein 124, putative",PF3D7_0829100,0,45,CCDC124,OG5_128417
PBANKA_0701700,PBANKA_0701700.1,"conserved Plasmodium protein, unknown function",PF3D7_0829000,0,44,null,OG5_167099
PBANKA_0701800,PBANKA_0701800.1,"conserved protein, unknown function",PF3D7_0828900,0,43,null,OG5_146989
PBANKA_0701900,PBANKA_0701900.1,"GPI-anchored micronemal antigen, putative",PF3D7_0828800,0,44,GAMA,OG5_158061
PBANKA_0702000,PBANKA_0702000.1,"conserved protein, unknown function",PF3D7_0828700,0,44,null,OG5_129705
PBANKA_0702100,PBANKA_0702100.1,"folate transporter 1, putative","PF3D7_0828600,PF3D7_1116500",1,90,FT1,OG5_130898
PBANKA_0702200,PBANKA_0702200.1,"translation initiation factor eIF-2B subunit alpha, putative",PF3D7_0828500,0,44,null,OG5_127805
PBANKA_0702300,PBANKA_0702300.1,"mitochondrial inner membrane protein OXA1, putative",PF3D7_0828400,0,44,OXA1,OG5_128453
PBANKA_0702400,PBANKA_0702400.1,"conserved protein, unknown function",PF3D7_0828300,0,44,null,OG5_140536
PBANKA_0702500,PBANKA_0702500.1,"leucine--tRNA ligase, putative",PF3D7_0828200,0,44,null,OG5_127675
PBANKA_0702600,PBANKA_0702600.1,"conserved Plasmodium protein, unknown function",PF3D7_0828100,0,44,null,OG5_160824
PBANKA_0702700,PBANKA_0702700.1,rhomboid protease ROM3,PF3D7_0828000,0,44,ROM3,OG5_127224
PBANKA_0702800,PBANKA_0702800.1,protein disulfide isomerase,PF3D7_0827900,0,45,null,OG5_126843
PBANKA_0702900,PBANKA_0702900.1,"SET domain protein, putative",PF3D7_0827800,0,45,null,OG5_153109
PBANKA_0703000,PBANKA_0703000.1,"magnesium transporter, putative",PF3D7_0827700,0,41,null,OG5_149282
PBANKA_0703100,PBANKA_0703100.1,"conserved Plasmodium protein, unknown function",PF3D7_0827600,0,44,null,OG5_150175
PBANKA_0703200,PBANKA_0703200.1,"ribosomal protein L21, apicoplast, putative","PF3D7_0827500,PF3D7_1422100",1,88,null,OG5_127445
PBANKA_0703300,PBANKA_0703300.1,"conserved Plasmodium protein, unknown function",PF3D7_0827400,0,43,null,OG5_160575
PBANKA_0703500,PBANKA_0703500.1,"conserved Plasmodium protein, unknown function",PF3D7_0827200,0,31,null,OG5_179801
PBANKA_0703600,PBANKA_0703600.1,"translation initiation factor IF-2, putative","PF3D7_0516600,PF3D7_0827100",1,90,IF2c,OG5_127126
PBANKA_0703700,PBANKA_0703700.1,"ATP-dependent RNA helicase DBP10, putative",PF3D7_0827000,0,44,DBP10,OG5_128298
PBANKA_0703800,PBANKA_0703800.1,"conserved Plasmodium protein, unknown function",PF3D7_0826900,0,44,null,OG5_167100
PBANKA_0703900,PBANKA_0703900.1,"receptor for activated c kinase, putative",PF3D7_0826700,0,44,RACK1,OG5_127516
PBANKA_0704000,PBANKA_0704000.1,"SNARE protein, putative",PF3D7_0826600,0,44,null,OG5_167101
PBANKA_0704100,PBANKA_0704100.1,"ubiquitin conjugation factor E4 B, putative",PF3D7_0826500,0,44,UBE4B,OG5_128694
PBANKA_0704200,PBANKA_0704200.1,"dehydrodolichyl diphosphate synthetase, putative",PF3D7_0826400,0,45,null,OG5_126777
PBANKA_0704300,PBANKA_0704300.1,"SPRY domain, putative",PF3D7_0826300,0,44,null,OG5_128823
PBANKA_0704400,PBANKA_0704400.1,"alpha/beta hydrolase, putative","PF3D7_0826200,PF3D7_1401300",0,68,null,OG5_140207
PBANKA_0704500,PBANKA_0704500.1,"HECT-like E3 ubiquitin ligase, putative",PF3D7_0826100,0,47,HEUL,OG5_127551
PBANKA_0704600,PBANKA_0704600.1,"conserved Plasmodium protein, unknown function",PF3D7_0826000,0,44,null,OG5_165942
PBANKA_0704700,PBANKA_0704700.1,"conserved Plasmodium protein, unknown function",PF3D7_0825900,0,43,null,OG5_167102
PBANKA_0704800,PBANKA_0704800.1,"conserved protein, unknown function",PF3D7_0825800,0,43,null,OG5_145099
PBANKA_0704900,PBANKA_0704900.1,"crystalloid-specific PH domain-containing protein, putative",PF3D7_0825700,0,43,CryPH,OG5_145100
PBANKA_0705000,PBANKA_0705000.1,"cytochrome c oxidase assembly factor 5, putative",PF3D7_0825600,0,42,COA5,OG5_159732
PBANKA_0705100,PBANKA_0705100.1,"protein KRI1, putative",PF3D7_0825500,0,43,KRI1,OG5_128130
PBANKA_0705200,PBANKA_0705200.1,"ATP synthase-associated protein, putative",PF3D7_0825400,0,42,null,OG5_153594
PBANKA_0705300,PBANKA_0705300.1,"SAYSvFN domain-containing protein, putative",PF3D7_0825300,0,43,null,OG5_158053
PBANKA_0705400,PBANKA_0705400.1,"translation initiation factor IF-3, putative",PF3D7_0825200,0,44,IF3a,OG5_129028
PBANKA_0705500,PBANKA_0705500.1,"ankyrin-repeat protein, putative",PF3D7_0825100,0,44,null,OG5_144715
PBANKA_0705600,PBANKA_0705600.1,"conserved Plasmodium protein, unknown function",PF3D7_0825000,0,41,null,OG5_153026
PBANKA_0705700,PBANKA_0705700.1,"conserved Plasmodium protein, unknown function",PF3D7_0824900,0,44,null,OG5_160818
PBANKA_0705800,PBANKA_0705800.1,"conserved Plasmodium protein, unknown function",PF3D7_0824800,0,44,null,OG5_160604
PBANKA_0705900,PBANKA_0705900.1,"lipase maturation factor, putative",PF3D7_0824700,0,43,LMF1,OG5_158826
PBANKA_0706000,PBANKA_0706000.1,"Fe-S cluster assembly protein DRE2, putative",PF3D7_0824600,0,44,DRE2,OG5_128282
PBANKA_0706100,PBANKA_0706100.1,"conserved protein, unknown function",PF3D7_0824500,0,45,null,OG5_145103
PBANKA_0706200,PBANKA_0706200.1,"nucleoside transporter 2, putative",PF3D7_0824400,0,44,NT2,OG5_166420
PBANKA_0706300,PBANKA_0706300.1,"GTP-binding protein Obg2, putative",PF3D7_0824300,0,44,Obg2,OG5_146254
PBANKA_0706400,PBANKA_0706400.1,"conserved Plasmodium protein, unknown function",PF3D7_0824200,0,44,null,OG5_167103
PBANKA_0706500,PBANKA_0706500.1,"exonuclease, putative",PF3D7_0824100,0,44,null,OG5_156127
PBANKA_0706600,PBANKA_0706600.1,"conserved Plasmodium protein, unknown function",PF3D7_0824000,0,44,null,OG5_167104
PBANKA_0706700,PBANKA_0706700.1,"dicarboxylate/tricarboxylate carrier, putative",PF3D7_0823900,0,44,DTC,OG5_127710
PBANKA_0706800,PBANKA_0706800.1,"DnaJ protein, putative",PF3D7_0823800,0,44,null,OG5_141466
PBANKA_0706900,PBANKA_0706900.1,"mitochondrial import receptor subunit TOM7, putative",PF3D7_0823700,0,42,TOM7,OG5_173818
PBANKA_0707000,PBANKA_0707000.1,lipoate-protein ligase B,PF3D7_0823600,0,44,LipB,OG5_127515
PBANKA_0707100,PBANKA_0707100.1,inner membrane complex protein 1i,PF3D7_0823500,0,44,IMC1i,OG5_153536
PBANKA_0707200,PBANKA_0707200.1,"alpha/beta hydrolase, putative",PF3D7_0823400,0,44,null,OG5_130566
PBANKA_0707300,PBANKA_0707300.1,"histone acetyltransferase GCN5, putative",PF3D7_0823300,0,44,GCN5,OG5_127781
PBANKA_0707400,PBANKA_0707400.1,"RNA-binding protein, putative",PF3D7_0823200,0,44,null,OG5_146727
PBANKA_0707500,PBANKA_0707500.1,"RWD domain-containing protein, putative",PF3D7_0823100,0,44,null,OG5_128487
PBANKA_0707600,PBANKA_0707600.1,"serine/threonine protein kinase VPS15, putative",PF3D7_0823000,0,44,VPS15,OG5_167105
PBANKA_0707700,PBANKA_0707700.1,"conserved Plasmodium protein, unknown function",PF3D7_0822900,0,46,null,OG5_160678
PBANKA_0707800,PBANKA_0707800.1,"U5 small nuclear ribonucleoprotein 40 kDa protein, putative",PF3D7_0822800,0,44,SNRNP40,OG5_129196
PBANKA_0707900,PBANKA_0707900.1,thrombospondin-related protein 1,PF3D7_0822700,0,44,TRP1,OG5_156804
PBANKA_0708000,PBANKA_0708000.1,"protein transport protein SEC23, putative",PF3D7_0822600,0,44,SEC23,OG5_127203
PBANKA_0708100,PBANKA_0708100.1,dynein light chain 1,PF3D7_0822500,0,43,DLC1,OG5_129790
PBANKA_0708200,PBANKA_0708200.1,"conserved Plasmodium protein, unknown function",PF3D7_0822400,0,45,null,OG5_166121
